time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-05-03T01:57:32.467Z,40.9975,-116.3871,0,2.6,ml,6,72.09,0.006,0.0999,nn,nn00633098,2018-05-04T02:04:23.927Z,"39km NW of Carlin, Nevada",explosion,,0,0.74,5,reviewed,nn,nn
2018-05-03T01:47:15.440Z,19.422,-154.8925,8.3,2.52,ml,6,261,0.04153,0.15,hv,hv70108866,2018-05-04T01:54:03.037Z,"5km SSE of Leilani Estates, Hawaii",earthquake,1.74,31.61,0.076,5,reviewed,hv,hv
2018-05-03T01:46:18.800Z,19.3244991,-154.9253387,7.76,2.49,ml,39,266,0.1318,0.25,hv,hv70108856,2018-05-03T01:51:51.270Z,"15km S of Leilani Estates, Hawaii",earthquake,0.73,0.47,3.93,9,automatic,hv,hv
2018-05-03T01:38:55.580Z,-8.9282,-74.4669,182.09,4.3,mb,,112,2.111,0.71,us,us1000dwe2,2018-05-03T02:27:16.187Z,"61km S of Pucallpa, Peru",earthquake,6.1,10.9,0.237,5,reviewed,us,us
2018-05-03T01:02:10.860Z,18.023,-68.5755,88,2.68,md,4,222,1.4659,0.03,pr,pr2018123000,2018-05-03T04:03:38.301Z,"39km S of Boca de Yuma, Dominican Republic",earthquake,1.3,0.73,0.54,4,reviewed,pr,pr
2018-05-02T23:34:04.080Z,-5.8078,-11.629,10,4.9,mb,,47,3.436,0.87,us,us1000dwbh,2018-05-02T23:59:08.040Z,"Ascension Island region",earthquake,10.1,1.9,0.083,46,reviewed,us,us
2018-05-02T23:28:31.390Z,19.435833,-154.8585052,-0.4,2.97,ml,14,277,0.05254,0.29,hv,hv70108481,2018-05-02T23:43:46.049Z,"7km ESE of Leilani Estates, Hawaii",earthquake,2.32,0.53,4.27,5,automatic,hv,hv
2018-05-02T22:56:09.310Z,36.9397,71.5243,98.32,4.5,mb,,103,0.781,0.81,us,us1000dwat,2018-05-02T23:24:48.040Z,"25km NNW of Ishkashim, Tajikistan",earthquake,7.7,7,0.08,46,reviewed,us,us
2018-05-02T22:47:52.370Z,18.1822,-102.3471,10,4.2,mb,,205,1.801,1.13,us,us1000dwam,2018-05-04T10:49:13.523Z,"22km NW of Las Guacamayas, Mexico",earthquake,8.4,2,0.158,11,reviewed,us,us
2018-05-02T22:47:18.570Z,19.447834,-154.8531647,0.91,2.8,ml,41,271,0.04645,0.37,hv,hv70108376,2018-05-02T23:28:13.040Z,"7km ESE of Leilani Estates, Hawaii",earthquake,1.62,0.68,3.13,16,automatic,hv,hv
2018-05-02T22:38:41.520Z,19.4186668,-154.866333,1.98,2.6,ml,41,264,0.06146,0.3,hv,hv70108356,2018-05-02T22:55:22.009Z,"7km SE of Leilani Estates, Hawaii",earthquake,1.86,1.07,5.33,3,automatic,hv,hv
2018-05-02T22:21:28.370Z,18.3758,-67.3963,2,2.71,md,10,288,0.2995,0.32,pr,pr2018122017,2018-05-03T00:12:19.413Z,"15km WNW of Rincon, Puerto Rico",earthquake,1.48,1.15,0.17,8,reviewed,pr,pr
2018-05-02T22:07:12.070Z,19.4591675,-154.9668274,-0.45,2.86,ml,14,141,0.04366,0.23,hv,hv70108261,2018-05-02T22:13:18.431Z,"5km WSW of Leilani Estates, Hawaii",earthquake,0.78,0.4,0.46,4,automatic,hv,hv
2018-05-02T21:34:10.512Z,56.3182,-148.2103,4.9,2.9,ml,,,,0.5,ak,ak19314815,2018-05-05T00:32:35.062Z,"Gulf of Alaska",earthquake,,2.8,,,reviewed,ak,ak
2018-05-02T21:23:04.749Z,56.2355,-148.7706,10.2,2.8,ml,,,,0.49,ak,ak19314813,2018-05-05T00:32:33.975Z,"280km SE of Kodiak, Alaska",earthquake,,4.4,,,reviewed,ak,ak
2018-05-02T21:16:07.710Z,35.753,28.3862,64.54,4.4,mb,,109,0.507,1.17,us,us1000dw8h,2018-05-02T21:41:00.235Z,"50km SE of Lardos, Greece",earthquake,6.4,8.3,0.076,50,reviewed,us,us
2018-05-02T20:09:24.344Z,56.3761,-148.6742,11.8,2.9,ml,,,,0.45,ak,ak19314806,2018-05-05T00:32:30.045Z,"275km ESE of Kodiak, Alaska",earthquake,,4.3,,,reviewed,ak,ak
2018-05-02T19:37:58.480Z,19.3963337,-155.1651611,10.63,2.46,ml,11,258,0.01725,0.1,hv,hv70107901,2018-05-03T03:40:35.455Z,"8km ESE of Volcano, Hawaii",earthquake,1.88,0.67,0.51,3,automatic,hv,hv
2018-05-02T19:36:03.190Z,19.437,-154.9246667,3.51,2.51,ml,7,217,0.01953,0.1,hv,hv70107896,2018-05-03T22:17:13.040Z,"3km SSW of Leilani Estates, Hawaii",earthquake,1.73,1.06,0.165,14,reviewed,hv,hv
2018-05-02T19:19:33.850Z,19.4576667,-154.9083333,3.08,2.76,ml,9,192,0.009732,0.12,hv,hv70107841,2018-05-03T19:29:31.845Z,"0km SSE of Leilani Estates, Hawaii",earthquake,1.07,0.32,0.183,25,reviewed,hv,hv
2018-05-02T17:31:12.330Z,40.9223333,-123.6601667,28.05,2.54,md,46,61,0.07262,0.12,nc,nc73009496,2018-05-04T05:33:04.019Z,"3km SW of Willow Creek, CA",earthquake,0.23,0.46,0.121,42,reviewed,nc,nc
2018-05-02T17:16:01.120Z,19.4174995,-154.8626709,1.45,2.61,ml,37,264,0.06493,0.35,hv,hv70107496,2018-05-02T19:56:07.847Z,"7km SE of Leilani Estates, Hawaii",earthquake,2.3,1.04,5.33,3,automatic,hv,hv
2018-05-02T17:02:59.690Z,19.447834,-154.8208313,-0.2,2.74,ml,22,279,0.0716,0.22,hv,hv70107466,2018-05-02T18:18:29.888Z,"10km ESE of Leilani Estates, Hawaii",earthquake,2.41,0.63,4.22,5,automatic,hv,hv
2018-05-02T16:22:32.090Z,19.4498329,-154.8596649,0.89,2.71,ml,35,270,0.04076,0.27,hv,hv70107356,2018-05-02T18:35:06.754Z,"6km ESE of Leilani Estates, Hawaii",earthquake,1.08,0.5,3.59,7,automatic,hv,hv
2018-05-02T16:09:54.490Z,-33.2817,-70.0666,119.35,5.1,mb,,58,0.168,0.62,us,us1000dvy8,2018-05-06T00:52:55.888Z,"51km ENE of Villa Presidente Frei, Nunoa, Santiago, Chile, Chile",earthquake,6.8,5.1,0.06,89,reviewed,us,us
2018-05-02T16:07:28.867Z,56.1875,-149.3554,2.8,2.9,ml,,,,0.49,ak,ak19314794,2018-05-05T00:32:23.415Z,"257km SE of Kodiak, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2018-05-02T15:46:05.040Z,19.3901672,-154.9759979,7.32,2.9,ml,9,316,0.2709,0.1,hv,hv70107256,2018-05-02T16:49:05.887Z,"10km SW of Leilani Estates, Hawaii",earthquake,1.8,0.77,0.36,3,automatic,hv,hv
2018-05-02T15:45:32.420Z,-10.1104,160.9859,52.7,5.2,mww,,61,10.856,0.88,us,us1000dvxz,2018-05-02T16:04:19.040Z,"109km WNW of Kirakira, Solomon Islands",earthquake,10.5,6.6,0.059,28,reviewed,us,us
2018-05-02T15:44:47.333Z,52.2604,-169.2344,36.6,2.9,ml,,,,0.26,ak,ak19301887,2018-05-05T00:32:22.384Z,"79km SSW of Nikolski, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-05-02T15:17:26.070Z,12.7509,-88.3187,68.11,4.4,mb,,155,1.286,1.06,us,us1000dvx9,2018-05-02T23:04:48.226Z,"55km SSW of Chirilagua, El Salvador",earthquake,8.2,7,0.047,130,reviewed,us,us
2018-05-02T15:03:11.332Z,56.0375,-149.8922,6,2.9,ml,,,,0.38,ak,ak19314789,2018-05-05T00:32:20.707Z,"248km SE of Kodiak, Alaska",earthquake,,3.4,,,reviewed,ak,ak
2018-05-02T14:36:25.410Z,19.6233,-67.6646,68,3.39,md,9,260,1.5589,0.43,pr,pr2018122015,2018-05-03T05:12:53.040Z,"115km NE of Punta Cana, Dominican Republic",earthquake,4.07,14.06,0.07,7,reviewed,pr,pr
2018-05-02T14:29:41.990Z,19.4753333,-154.913,0.64,2.56,ml,6,119,0.02017,0.15,hv,hv70107081,2018-05-03T07:37:31.040Z,"0km NE of Leilani Estates, Hawaii",earthquake,0.47,31.61,0.131,15,reviewed,hv,hv
2018-05-02T14:14:08.450Z,19.332,-155.0171667,8.4,2.79,ml,7,241,0.08888,0.01,hv,hv70107031,2018-05-03T07:34:17.040Z,"18km SW of Leilani Estates, Hawaii",earthquake,2.28,1.85,0.126,30,reviewed,hv,hv
2018-05-02T13:55:13.990Z,19.3933334,-154.8296661,4.55,2.85,ml,7,290,0.1043,0.36,hv,hv70106976,2018-05-03T07:30:39.040Z,"12km SE of Leilani Estates, Hawaii",earthquake,2.02,3.1,0.4,4,automatic,hv,hv
2018-05-02T13:48:38.985Z,56.7016,-147.7442,6.6,2.8,ml,,,,0.63,ak,ak19301652,2018-05-05T00:32:18.457Z,"Gulf of Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-05-02T13:21:27.610Z,19.4078331,-154.864502,2.47,2.66,ml,10,289,0.06972,0.34,hv,hv70106871,2018-05-03T07:28:01.040Z,"8km SE of Leilani Estates, Hawaii",earthquake,4.1,1.74,5.79,3,automatic,hv,hv
2018-05-02T13:03:09.810Z,19.4481659,-154.8451691,-0.33,2.74,ml,33,274,0.05194,0.23,hv,hv70106826,2018-05-03T07:42:58.040Z,"7km ESE of Leilani Estates, Hawaii",earthquake,1.31,0.33,3.47,7,automatic,hv,hv
2018-05-02T13:00:29.450Z,19.4348335,-154.8491669,9.03,2.84,ml,22,282,0.05854,0.37,hv,hv70106821,2018-05-03T07:24:29.040Z,"8km ESE of Leilani Estates, Hawaii",earthquake,1.93,0.81,0.22,3,automatic,hv,hv
2018-05-02T12:54:13.530Z,19.4658337,-154.8261719,-0.22,2.86,ml,38,276,0.0606,0.27,hv,hv70106806,2018-05-02T13:05:47.920Z,"9km E of Leilani Estates, Hawaii",earthquake,1.7,0.43,2.17,18,automatic,hv,hv
2018-05-02T12:49:56.080Z,19.4570007,-154.8670044,-0.2,2.76,ml,26,267,0.03083,0.27,hv,hv70106801,2018-05-02T13:06:44.195Z,"5km ESE of Leilani Estates, Hawaii",earthquake,1.09,0.3,4.31,5,automatic,hv,hv
2018-05-02T12:42:57.542Z,56.0825,-149.3802,10,2.6,ml,,,,0.55,ak,ak19314780,2018-05-05T00:32:15.619Z,"264km SE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-05-02T12:37:16.470Z,55.5764,-149.191,1,3.1,ml,,,,0.81,ak,ak19314779,2018-05-05T00:32:15.078Z,"Gulf of Alaska",earthquake,,5.5,,,reviewed,ak,ak
2018-05-02T12:35:55.030Z,19.0638,-67.841,74,3.17,md,8,217,0.9424,0.58,pr,pr2018122013,2018-05-02T16:04:30.509Z,"79km NE of Punta Cana, Dominican Republic",earthquake,5.4,6.77,0.07,6,reviewed,pr,pr
2018-05-02T12:17:12.540Z,-6.1151,149.8331,35,4.8,mb,,110,4.734,1.1,us,us1000dvvj,2018-05-02T12:44:37.040Z,"33km ENE of Kandrian, Papua New Guinea",earthquake,10,2,0.062,80,reviewed,us,us
2018-05-02T11:37:22.522Z,65.0251,-134.4553,11,2.8,ml,,,,0.64,ak,ak19301396,2018-05-05T00:32:10.812Z,"174km NNE of Mayo, Canada",earthquake,,0.3,,,reviewed,ak,ak
2018-05-02T10:51:37.745Z,55.7848,-149.5213,2.8,3.1,ml,,,,0.42,ak,ak19314767,2018-05-05T00:32:08.022Z,"284km SE of Kodiak, Alaska",earthquake,,2.9,,,reviewed,ak,ak
2018-05-02T10:48:24.350Z,19.3929996,-155.0975037,2.14,2.81,ml,15,138,0.009703,0.33,hv,hv70106476,2018-05-02T19:18:49.448Z,"13km S of Fern Acres, Hawaii",earthquake,1.52,0.51,0.47,4,automatic,hv,hv
2018-05-02T10:17:35.490Z,19.448,-154.8741608,0.48,2.5,ml,18,259,0.03488,0.34,hv,hv70106396,2018-05-02T18:20:01.612Z,"5km ESE of Leilani Estates, Hawaii",earthquake,1.65,0.47,4.81,4,automatic,hv,hv
2018-05-02T10:13:20.480Z,52.6029,-32.1519,10,5,mb,,83,12.253,1.11,us,us1000dvu2,2018-05-02T10:33:15.040Z,"Reykjanes Ridge",earthquake,9.2,1.9,0.029,387,reviewed,us,us
2018-05-02T10:11:41.480Z,19.3393333,-155.0035,10.71,2.93,ml,8,246,0.09224,0.09,hv,hv70106391,2018-05-02T19:18:27.787Z,"16km SSW of Leilani Estates, Hawaii",earthquake,2.75,31.61,0.138,41,reviewed,hv,hv
2018-05-02T10:07:12.970Z,19.3416667,-155.0011667,8.98,2.86,ml,6,247,0.09152,0.01,hv,hv70106386,2018-05-02T19:02:49.335Z,"16km SSW of Leilani Estates, Hawaii",earthquake,2.68,2.05,0.16,40,reviewed,hv,hv
2018-05-02T09:38:33.130Z,19.4494991,-154.9033356,1.05,2.48,ml,31,209,0.01554,0.18,hv,hv70106311,2018-05-02T17:41:00.743Z,"2km SE of Leilani Estates, Hawaii",earthquake,0.71,0.23,4.65,4,automatic,hv,hv
2018-05-02T09:31:12.320Z,19.3128333,-154.9645,1.06,3,ml,11,269,0.1259,0.11,hv,hv70106286,2018-05-02T10:29:17.352Z,"17km SSW of Leilani Estates, Hawaii",earthquake,1.45,31.61,0.146,40,reviewed,hv,hv
2018-05-02T09:15:17.020Z,-20.1902,-69.1112,96.92,4.8,mb,,45,0.062,0.66,us,us1000dvti,2018-05-02T17:57:56.415Z,"107km E of Iquique, Chile",earthquake,6.3,4.7,0.045,150,reviewed,us,us
2018-05-02T09:02:42.560Z,18.9083,-67.8763,77,2.5,md,8,205,0.883,0.55,pr,pr2018122012,2018-05-02T13:51:30.770Z,"66km ENE of Punta Cana, Dominican Republic",earthquake,6.66,7.19,0.29,7,reviewed,pr,pr
2018-05-02T08:44:01.310Z,56.2138,-149.1989,7.2,3.1,ml,,,,0.53,ak,ak19300943,2018-05-05T00:32:01.089Z,"262km SE of Kodiak, Alaska",earthquake,,4.7,,,reviewed,ak,ak
2018-05-02T08:22:38.024Z,55.6967,-149.5224,7.4,2.6,ml,,,,0.54,ak,ak19314753,2018-05-05T00:32:00.092Z,"292km SE of Kodiak, Alaska",earthquake,,11.4,,,reviewed,ak,ak
2018-05-02T07:47:00.770Z,55.9632,-149.5646,8.4,3.1,ml,,,,0.46,ak,ak19314748,2018-05-05T00:31:57.298Z,"267km SE of Kodiak, Alaska",earthquake,,5.5,,,reviewed,ak,ak
2018-05-02T07:45:02.043Z,56.0605,-149.6635,8.9,2.9,ml,,,,0.59,ak,ak19314746,2018-05-05T00:31:56.254Z,"254km SE of Kodiak, Alaska",earthquake,,7,,,reviewed,ak,ak
2018-05-02T07:42:15.920Z,19.0523,-67.8001,80,2.56,md,7,220,0.9037,0.42,pr,pr2018122010,2018-05-02T11:59:03.941Z,"82km NE of Punta Cana, Dominican Republic",earthquake,4.74,4.69,0.27,6,reviewed,pr,pr
2018-05-02T07:32:49.040Z,19.0043,-68.1105,60,3.23,md,7,335,1.1344,0.42,pr,pr2018122009,2018-05-02T11:58:45.853Z,"56km NNE of Punta Cana, Dominican Republic",earthquake,4.31,11.91,0.18,6,reviewed,pr,pr
2018-05-02T07:24:20.660Z,56.1695,-149.191,11.9,2.9,ml,,,,0.57,ak,ak19314744,2018-05-05T00:31:55.178Z,"266km SE of Kodiak, Alaska",earthquake,,6.3,,,reviewed,ak,ak
2018-05-02T07:19:14.410Z,18.9353,-67.4065,5,3.23,md,11,315,0.5532,0.23,pr,pr2018122004,2018-05-02T08:15:00.326Z,"58km NNW of San Antonio, Puerto Rico",earthquake,1.87,1.57,0.17,9,reviewed,pr,pr
2018-05-02T07:16:19.709Z,60.0608,-143.204,7.2,3,ml,,,,0.65,ak,ak19300695,2018-05-02T16:21:08.030Z,"43km W of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-05-02T07:15:57.171Z,58.7852,-141.3005,8.8,3.9,ml,,,,0.97,ak,ak19300691,2018-05-05T00:33:50.654Z,"123km SW of Yakutat, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2018-05-02T07:01:45.370Z,18.2928,-68.0205,96,3,md,13,155,0.9259,0.37,pr,pr2018122008,2018-05-02T11:58:30.253Z,"51km SE of Punta Cana, Dominican Republic",earthquake,2.29,2.009,0.42,12,reviewed,pr,pr
2018-05-02T06:51:58.950Z,18.9706,-67.888,93,2.84,md,7,211,1.1293,0.39,pr,pr2018122007,2018-05-02T09:07:38.789Z,"69km NE of Punta Cana, Dominican Republic",earthquake,6.14,4.95,0.37,4,reviewed,pr,pr
2018-05-02T06:47:43.070Z,19.3333333,-154.9806667,-0.6,3.06,ml,17,222,0.1023,0.12,hv,hv70105836,2018-05-03T01:03:58.008Z,"16km SSW of Leilani Estates, Hawaii",earthquake,1.16,0.35,0.157,37,reviewed,hv,hv
2018-05-02T06:46:59.600Z,-23.7657,-111.4672,10,4.9,mb,,160,3.847,0.56,us,us1000dvs8,2018-05-02T07:05:18.040Z,"Easter Island region",earthquake,14.2,1.9,0.073,58,reviewed,us,us
2018-05-02T06:40:41.720Z,19.2905,-68.0301,24,2.97,md,4,344,1.4609,0.28,pr,pr2018122006,2018-05-02T09:07:23.130Z,"87km NNE of Punta Cana, Dominican Republic",earthquake,6.62,24.59,0.16,3,reviewed,pr,pr
2018-05-02T06:38:30.480Z,19.427,-154.9436646,-0.32,2.57,ml,36,188,0.03719,0.27,hv,hv70105826,2018-05-02T13:19:20.280Z,"5km SSW of Leilani Estates, Hawaii",earthquake,1.16,0.42,5.38,3,automatic,hv,hv
2018-05-02T06:32:48.880Z,-24.2596,-111.6536,10,6,mww,,38,3.514,1.33,us,us1000dw7i,2018-05-03T16:59:41.040Z,"Easter Island region",earthquake,9.7,1.7,0.071,19,reviewed,us,us
2018-05-02T06:31:32.040Z,-24.3849,-111.9655,10,5.2,mb,,68,3.583,1.22,us,us1000dvrn,2018-05-02T22:36:41.040Z,"Easter Island region",earthquake,10.9,1.8,0.027,437,reviewed,us,us
2018-05-02T06:26:29.870Z,-24.5803,-112.1583,10,5,mb,,212,3.552,0.9,us,us1000dvrj,2018-05-02T06:44:34.040Z,"Easter Island region",earthquake,15.4,2,0.051,122,reviewed,us,us
2018-05-02T06:21:31.870Z,18.5631,-67.8853,101,3.01,md,15,173,0.8173,0.55,pr,pr2018122005,2018-05-02T09:06:53.853Z,"54km E of Punta Cana, Dominican Republic",earthquake,4.29,3.03,0.48,15,reviewed,pr,pr
2018-05-02T05:31:07.450Z,19.1883,-67.7635,12,2.57,md,8,230,0.9721,0.4,pr,pr2018122003,2018-05-02T09:06:22.797Z,"95km NE of Punta Cana, Dominican Republic",earthquake,6.86,5.83,0.24,5,reviewed,pr,pr
2018-05-02T05:22:39.504Z,61.9799,-150.4234,54.2,3,ml,,,,0.67,ak,ak19300247,2018-05-05T00:39:12.829Z,"32km NW of Willow, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-05-02T04:43:31.408Z,62.0531,-141.0799,1.7,3.1,ml,,,,0.84,ak,ak19300222,2018-05-05T00:31:48.170Z,"173km SE of Tok, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-05-02T04:41:26.291Z,56.3432,-148.5767,11.6,3.2,ml,,,,0.56,ak,ak19300220,2018-05-05T00:31:47.560Z,"282km ESE of Kodiak, Alaska",earthquake,,2.8,,,reviewed,ak,ak
2018-05-02T04:41:22.260Z,17.988,146.0053,115.92,4.6,mb,,155,2.739,0.79,us,us1000dvr7,2018-05-02T10:12:45.883Z,"28km ESE of Pagan, Northern Mariana Islands",earthquake,19,9.3,0.057,91,reviewed,us,us
2018-05-02T04:30:07.500Z,19.4743328,-154.9575043,5.22,2.53,ml,9,157,0.04124,0.13,hv,hv70105466,2018-05-02T05:18:03.019Z,"4km W of Leilani Estates, Hawaii",earthquake,1.26,1.76,0.19,3,automatic,hv,hv
2018-05-02T04:08:13.860Z,30.7153,51.4848,10,5.3,mww,,40,7.032,0.93,us,us1000dvqr,2018-05-04T10:05:17.474Z,"11km WNW of Yasuj, Iran",earthquake,7.1,1.8,0.071,19,reviewed,us,us
2018-05-02T04:00:04.970Z,19.3081667,-154.9736667,8.43,3.38,ml,13,237,0.1281,0.11,hv,hv70105391,2018-05-02T13:43:39.265Z,"18km SSW of Leilani Estates, Hawaii",earthquake,1.14,2.31,0.18,40,reviewed,hv,hv
2018-05-02T03:59:29.480Z,19.3153333,-155.1316667,0.66,2.66,ml,9,130,0.02942,0.11,hv,hv70105386,2018-05-02T12:02:21.648Z,"16km SE of Volcano, Hawaii",earthquake,0.56,0.76,0.143,29,reviewed,hv,hv
2018-05-02T03:47:29.320Z,19.3466667,-154.903,1.93,2.47,ml,10,250,0.1095,0.11,hv,hv70105366,2018-05-02T07:24:08.364Z,"13km S of Leilani Estates, Hawaii",earthquake,2.3,1.95,0.264,10,reviewed,hv,hv
2018-05-02T03:44:25.740Z,18.1918,-67.7263,119,3.09,md,7,316,0.644,0.11,pr,pr2018122001,2018-05-02T09:05:33.525Z,"52km WSW of Rincon, Puerto Rico",earthquake,1.89,0.82,0.17,5,reviewed,pr,pr
2018-05-02T03:33:45.560Z,19.3393326,-154.9451599,-0.66,2.55,ml,33,265,0.1378,0.14,hv,hv70105326,2018-05-02T03:39:18.590Z,"14km S of Leilani Estates, Hawaii",earthquake,1.79,0.64,4.38,3,automatic,hv,hv
2018-05-02T02:52:01.043Z,56.0736,-150.0063,5.2,2.9,ml,,,,0.45,ak,ak19314729,2018-05-05T00:31:45.110Z,"240km SE of Kodiak, Alaska",earthquake,,2.2,,,reviewed,ak,ak
2018-05-02T02:24:20.840Z,38.819,-122.82,2.55,2.77,md,74,24,0.00891,0.05,nc,nc73009206,2018-05-05T05:21:04.272Z,"7km NW of The Geysers, CA",earthquake,0.11,0.16,0.112,51,reviewed,nc,nc
2018-05-02T02:14:53.980Z,19.434166,-154.9414978,-0.21,2.49,ml,40,184,0.03055,0.38,hv,hv70105056,2018-05-02T02:39:36.075Z,"4km SW of Leilani Estates, Hawaii",earthquake,1.7,0.67,4.62,4,automatic,hv,hv
2018-05-02T01:48:22.840Z,19.3936672,-155.1040039,1.86,2.56,ml,8,152,0.005334,0.11,hv,hv70104971,2018-05-02T01:53:58.380Z,"13km S of Fern Acres, Hawaii",earthquake,0.89,0.33,0.4,3,automatic,hv,hv
2018-05-02T00:55:19.290Z,33.194,138.0968,321.42,4.2,mb,,87,1.442,0.86,us,us1000dvp2,2018-05-03T19:36:40.750Z,"156km S of Oyama, Japan",earthquake,7.7,7.1,0.065,66,reviewed,us,us
2018-05-02T00:52:10.730Z,19.4455,-67.7185,77,3.35,md,4,250,1.5625,0.27,pr,pr2018122000,2018-05-02T04:35:18.981Z,"119km NE of Punta Cana, Dominican Republic",earthquake,6.94,12.52,0.08,2,reviewed,pr,pr
2018-05-02T00:33:12.785Z,58.3403,-154.7823,99.8,2.5,ml,,,,0.68,ak,ak19299578,2018-05-05T00:31:40.700Z,"101km NNW of Larsen Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-05-02T00:18:28.230Z,16.7185,-99.6631,10,3.4,ml,,282,1.343,0.84,us,us1000dvnw,2018-05-02T00:58:22.491Z,"29km ESE of Acapulco de Juarez, Mexico",earthquake,8.2,2,0.128,8,reviewed,us,us
2018-05-02T00:17:13.000Z,-24.2573,-111.8149,10,5.2,mb,,159,3.6,0.66,us,us1000dvnc,2018-05-02T19:23:40.040Z,"Easter Island region",earthquake,12.8,1.9,0.032,326,reviewed,us,us
2018-05-02T00:04:52.590Z,35.1795,23.0011,10,4.5,mb,,77,1.55,1.02,us,us1000dvmx,2018-05-02T12:55:01.070Z,"62km W of Palaiochora, Greece",earthquake,7.6,1.9,0.059,83,reviewed,us,us
2018-05-01T23:47:05.230Z,24.0505,122.3351,24.53,5.1,mww,,73,0.687,0.95,us,us1000dvmt,2018-05-06T04:15:10.886Z,"74km E of Hualian, Taiwan",earthquake,4.1,4.6,0.073,18,reviewed,us,us
2018-05-01T23:34:15.620Z,33.493,-116.803,3.19,2.68,ml,121,14,0.0907,0.21,ci,ci38161976,2018-05-02T17:41:51.112Z,"8km NE of Aguanga, CA",earthquake,0.11,0.43,0.183,27,reviewed,ci,ci
2018-05-01T22:12:49.130Z,19.347,-155.0233333,13.87,2.56,ml,11,196,0.07367,0.3,hv,hv70104221,2018-05-02T05:54:48.740Z,"24km SSW of Leilani Estates, Hawaii",earthquake,2.21,0.86,0.32,9,reviewed,hv,hv
2018-05-01T22:07:42.130Z,19.3375,-154.9906667,0.81,3.66,ml,20,215,0.09649,0.14,hv,hv70104216,2018-05-02T10:16:13.341Z,"15km SSW of Leilani Estates, Hawaii",earthquake,1.27,0.93,0.198,44,reviewed,hv,hv
2018-05-01T22:04:28.440Z,-29.3781,-177.0649,35,4.8,mb,,148,0.766,0.81,us,us1000dvmf,2018-05-01T22:55:31.040Z,"82km E of Raoul Island, New Zealand",earthquake,6.5,2,0.118,22,reviewed,us,us
2018-05-01T21:22:58.830Z,19.3866673,-155.2801666,0.93,2.53,ml,21,44,0.01062,0.28,hv,hv70104056,2018-05-02T05:26:12.925Z,"6km SW of Volcano, Hawaii",earthquake,0.44,0.42,0.41,16,automatic,hv,hv
2018-05-01T21:22:57.740Z,19.3858337,-155.281662,1.56,2.48,ml,33,44,0.0006964,0.22,hv,hv70104051,2018-05-01T21:28:33.910Z,"6km SW of Volcano, Hawaii",earthquake,0.24,0.28,0.39,20,automatic,hv,hv
2018-05-01T21:09:20.660Z,1.8444,126.5683,41.18,5.2,mww,,68,1.331,0.97,us,us1000dvkw,2018-05-02T16:36:16.040Z,"147km NW of Kota Ternate, Indonesia",earthquake,6.5,6,0.073,18,reviewed,us,us
2018-05-01T20:50:46.880Z,38.2012,23.8364,3.01,4.3,mb,,41,1.432,0.73,us,us1000dvkc,2018-05-03T19:35:05.478Z,"4km WSW of Kapandrition, Greece",earthquake,4.7,5.1,0.096,32,reviewed,us,us
2018-05-01T20:37:56.440Z,19.5935,-67.6715,47,3.15,md,10,249,1.2576,0.13,pr,pr2018121006,2018-05-03T19:19:11.040Z,"112km NE of Punta Cana, Dominican Republic",earthquake,1.21,7.61,0.35,8,reviewed,pr,pr
2018-05-01T19:56:54.830Z,-18.0028,-177.9098,557.56,4.8,mb,,35,3.853,0.81,us,us1000dvj2,2018-05-03T18:46:10.040Z,"Fiji region",earthquake,10.3,5.7,0.037,221,reviewed,us,us
2018-05-01T19:47:53.570Z,-18.0087,-177.9217,585,5.9,mww,,27,3.842,1.08,us,us1000dvii,2018-05-03T18:24:45.727Z,"Fiji region",earthquake,8.5,1.9,0.052,35,reviewed,us,us
2018-05-01T19:47:49.540Z,19.4385,-154.9406667,3.73,2.61,ml,12,180,0.02708,0.07,hv,hv70103736,2018-05-03T17:40:10.040Z,"4km SW of Leilani Estates, Hawaii",earthquake,0.76,1.13,0.203,12,reviewed,hv,hv
2018-05-01T19:33:27.730Z,2.3304,126.8469,44.5,4.9,mb,,68,1.633,0.97,us,us1000dvi4,2018-05-03T17:19:57.040Z,"145km WNW of Tobelo, Indonesia",earthquake,6.8,6.2,0.04,192,reviewed,us,us
2018-05-01T19:19:51.530Z,3.3119,-74.1005,47.44,4.4,mb,,81,1.538,1.05,us,us1000dvhz,2018-05-03T16:58:10.040Z,"10km SW of Mesetas, Colombia",earthquake,6.5,11.4,0.087,38,reviewed,us,us
2018-05-01T18:53:06.500Z,19.2731667,-155.0983333,2.71,2.49,ml,12,235,0.03168,0.12,hv,hv70103581,2018-05-03T16:45:28.040Z,"22km SE of Volcano, Hawaii",earthquake,1.17,0.66,0.233,20,reviewed,hv,hv
